report_date,environment_type,falcon_instance,functional_domain,k8s_cluster,karpenter_status,cluster_packing_percent
2025-05-30,test,aws-test2-useast2,security,sam-mgmt-truth1,Karpenter_Enabled,53.44190999091711
2025-05-30,dev,dev1-uswest2,monitoring,sam-logging-monitoring1,Karpenter_Enabled,53.58384235967195
2025-05-30,test,test1-uswest2,core3,sam-processing-sc1,Karpenter_Enabled,54.16656806658692
2025-05-30,dev,dev1-uswest2,dnr,sam-processing1,Karpenter_Enabled,54.68839770079153
2025-05-30,test,test1-uswest2,mulesoft-regional,sam-processing1,Karpenter_Enabled,55.22245605009453
2025-05-30,dev,aws-dev5-apsouth1,crypto,sam-mgmt-truth1,Karpenter_Enabled,55.697590202626266
2025-05-30,dev,fdev1-uswest2,foundation,sam-hub1,Karpenter_Enabled,55.74129882460513
2025-05-30,stage,aws-stage1-useast2,coretip1,sam-processing1,Karpenter_Enabled,55.94206831359349
2025-05-30,dev,aws-dev4-uswest2,scratchpad1,sam-processing1,Karpenter_Enabled,56.19906959796326
2025-05-30,test,perf1-useast2,foundation,sam-control1,Karpenter_Enabled,56.91040968386637
2025-05-30,stage,aws-stage1-useast2,security,sam-mgmt-truth1,Karpenter_Enabled,56.949385896736516
2025-05-30,stage,aws-stage1-useast2,crypto,sam-mgmt-truth1,Karpenter_Enabled,58.14593334464377
2025-05-30,dev,aws-dev4-uswest2,mulesoft-regional1,sam-processing1,Karpenter_Enabled,58.2002849162418
2025-05-30,dev,aws-dev2-uswest2,tvm,sam-processing1,Karpenter_Enabled,58.29869691007554
2025-05-30,dev,aws-dev2-uswest2,dp-services,sam-processing1,Karpenter_Enabled,58.45416087132415
2025-05-30,dev,aws-dev2-uswest2,crypto,sam-mgmt-truth1,Karpenter_Enabled,58.48899159909394
2025-05-30,stage,aws-stage1-useast2,foundation,sam-processing1,Karpenter_Enabled,58.958972650216744
2025-05-30,dev,dev1-uswest2,core002,sam-processing00001,Karpenter_Enabled,59.04030480194808
2025-05-30,dev,dev1-uswest2,cdp002,sam-processing1,Karpenter_Enabled,59.12246514185513
2025-05-30,dev,aws-dev4-uswest2,airesearch,sam-processing1,Karpenter_Enabled,59.54231344289853
2025-05-30,dev,dev1-uswest2,core002,sam-processing-sc1,Karpenter_Enabled,59.55341766336293
2025-05-30,dev,fdev1-uswest2,security,sam-mgmt-truth1,Karpenter_Enabled,59.707359159797825
2025-05-30,dev,dev1-uswest2,diffeo,sam-processing1,Karpenter_Enabled,59.81950769004259
2025-05-30,dev,aws-dev5-apsouth1,devx,sam-processing1,Karpenter_Enabled,59.971612408943095
2025-05-30,test,test1-uswest2,security,sam-mgmt-truth1,Karpenter_Enabled,60.318523034638346
2025-05-30,dev,dev1-uswest2,security,sam-mgmt-truth1,Karpenter_Enabled,60.458516044004796
2025-05-30,test,test1-uswest2,core4,sam-processing2,Karpenter_Enabled,61.91314366076842
2025-05-30,dev,aws-dev4-uswest2,crypto,sam-mgmt-truth1,Karpenter_Enabled,61.940431858018705
2025-05-30,dev,aws-dev5-apsouth1,foundation,sam-control1,Karpenter_Enabled,62.08100909746885
2025-05-30,test,test1-uswest2,diffeo,sam-processing1,Karpenter_Enabled,62.11894598561582
2025-05-30,test,test1-uswest2,einstein2,sam-processing1,Karpenter_Enabled,62.560169980296344
