Org Leader,Parent Cloud,Cloud,Team Name,Service Name,"non-FKP Instance Count 
 Commercial",Commercial ETA,non-FKP Instance Count Gia2h,Gia2h ETA,non-FKP Instance Count Blackjack,BlackJack ETA,Decommission ETA,Feature Dependencies,Comments
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD ROSS,rosstest,2,FY27Q2,0,N/A,0,N/A,N/A,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),CipherForce,safe-monitor,140,To Be Decommissioned,140,To Be Decommissioned,0,N/A,FY27Q2,,
Jim Wiese,GIA,Secure Stack Engineering,Salesforce Asset Inventory,sai-gateway,0,N/A,2,To Be Decommissioned,1,FY27Q2,N/A,,
Paul Constantinides,HPS,SDB,SDB DB Management,sdb,0,N/A,0,N/A,1,FY27Q1,N/A,,
Paul Constantinides,HPS,SDB,SDB Archival,sdbarchivalworker,0,N/A,0,N/A,2,FY27Q1,N/A,,
Paul Constantinides,HPS,SDB,SDB Store / Zk Management,sdbstore,0,N/A,0,N/A,2,FY27Q1,N/A,,
Paul Constantinides,HPS,SDB,SDB Store / Zk Management,sdbzk,0,N/A,0,N/A,2,FY27Q1,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Deployment Strategies,sfcd-argo-workflows,1,FY27Q4,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCD Stargate,sfcd-awsbake,0,N/A,0,N/A,1,FY27Q4,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Service,sfcd-cs-funnel-metrics,10,FY27Q4,0,N/A,1,FY27Q4,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Pipeline Execution,sfcd-echovmf,8,FY27Q4,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Custom Workflows,sfcd-workflow-api,4,FY27Q4,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Structured Config,sfcdconfigservice,0,N/A,0,N/A,1,FY27Q2,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Service,sfcdekstest1,0,N/A,0,N/A,1,Need More Info,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Managed Workflows,sfcdpgaas,3,Need More Info,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Pipeline Execution,sfcdplatform,0,N/A,0,N/A,1,Need More Info,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI,sfci-ai,2,Need More Info,0,N/A,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI,sfci-build-insights-service,2,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI Environments,sfci-builds,1,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI Environments,sfci-docker-proxy,2,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI TRUST,sfci-gec,4,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI Environments,sfci-gecistio,4,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI Environments,sfci-istio,2,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI,sfci-p2p,3,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI-Strata Public Cloud Migration,sfci-pypi,2,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI TRUST,sfci-release-master,4,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI Environments,sfci-releaseistio,3,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI TRUST,sfci-team-master,4,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI Environments,sfci-teambuilds,1,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI Environments,sfci-teamistio,2,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCI Environments,sfci-unmanagedistio,3,To Be Decommissioned,0,N/A,0,N/A,Need More Info,,"2/5: These services are on CloudBees CI. They are exempted from onboarding due to a vendor limitation. In addition, SFCI plans to phase out CloudBees and replace it with SFCI Nextgen Unified services in the next 2 years."
Muralidhar Krishnaprasad,Platform Services,GTM Automation,Digital Wallet Tracking and Calculations,sfdw-entitlement-usage-service,122,FY27Q2,8,Need More Info,0,N/A,N/A,Dependency on CDP,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),KMS Platform,smsapi,0,N/A,0,N/A,1,FY27Q2,N/A,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),KMS Platform,smscanary,0,N/A,0,N/A,1,FY27Q2,N/A,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),KMS Platform,smszk,0,N/A,0,N/A,1,FY27Q2,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Integration Testing (FIT),sonarqube,1,FY27Q2,0,N/A,0,N/A,N/A,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),NetSec - Falcon Platform Services (FPS),soterfalcon,1,Completed with Clean-Up Required,0,N/A,1,FY27Q2,FY27Q3,,2/6: The remaining Commercial instance is needed for rollout changes in Blackjack. It will be cleaned-up after the BJ migration is complete.
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Continuous Deployment,SFCD Service,spinnaker,10,Need More Info,0,N/A,1,Need More Info,N/A,,2/6: Timeline is tbd. No work will occur in 262.
Darryn Dieken,Big Data & Observability,Monitoring Cloud,Log Analytics Scrum Team,splunkmadeira,8,FY27Q2,2,FY27Q1,1,FY27Q2,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,SFCD Stargate,stargate,0,N/A,0,N/A,1,Need More Info,N/A,,"1/12: Moved from FY26Q4 to FY27 Q1.
  11/13: Aravinth to kick-start thread on POC status."
Paul Constantinides,HPS,HyperForce Runtime Platform,STRIDE,strauz,0,N/A,0,N/A,1,FY27Q2,N/A,,
Jim Wiese,GIA,Secure Stack Engineering,Cloud Security Posture Management (CSPM),tentacle,0,N/A,0,To Be Decommissioned,1,FY27Q2,FY27Q1,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),FEDX Infra Deploys and Configuration (FIDC),Terraform Infrastructure Developer Experience (TIDE),terraform,26,FY27Q1,2,Need More Info,1,Need More Info,N/A,Dynamic Namespaces,"1/12: Moved from FY26Q4 to FY27 Q1.
  11/13: Aravinth to follow-up on path forward given Dynamic Namespace delay to 264."
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,fedx-cp,tfregistry,2,Need More Info,0,N/A,0,N/A,N/A,,2/6: This service no longer owns to fedx-cp. Steve followed-up with Xiaoxiao to get clarification.
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-1,thb-clickhouse-operator,1,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - DevOps and Infra,thb-eks,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - DevOps and Infra,thb-eks-afv,12,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-1,thb-freeswitch-core,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-1,thb-hep-agent,1,,0,,0,,,,Newly added
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-1,thb-janus-gateway-server,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-3,thb-kamailio-ops,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-3,thb-kamailio-sip-router,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-3,thb-media-converter,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-3,thb-media-lb,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Godavari (Native Call Recording),thb-media-relay,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Godavari (Native Call Recording),thb-native-recording-api,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-1,thb-picserver,1,,0,,0,,,,Newly added
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-1,thb-qxip-license-server,1,,0,,0,,,,Newly added
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - DevOps and Infra,thb-rbbn-sbc,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - DevOps and Infra,thb-rbbn-sbc-afv,12,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-3,thb-stunner-gw,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-3,thb-transcription-lb,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-3,thb-transcription-relay,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-3,thb-voice-command-router,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Native Voice - Team-1,thb-voice-switch-allocator-api,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Meir Amiel,Service,Service Cloud Thunderbird,ThunderBird - Godavari (Native Call Recording),thb-voice-switch-discovery-api,4,FY27Q2,0,N/A,0,N/A,N/A,Thunderbird Requirements,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),FEDX Infra Deploys and Configuration (FIDC),Terraform Infrastructure Developer Experience (TIDE),tiim,25,FY27Q1,0,N/A,0,N/A,N/A,Dynamic Namespaces,11/13: Aravinth to follow-up on path forward given Dynamic Namespace delay to 264.
Jim Wiese,GIA,Secure Stack Engineering,TIP Security Data Fabric - VDP,tvm-db-automation,2,To Be Decommissioned,0,N/A,0,N/A,FY27Q1,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Unified Notifications,ump-controller,29,FY27Q2,2,FY27Q2,0,N/A,N/A,,
Darryn Dieken,Reliable AI-Driven Developer eXperience (RADX),Developer Productivity Experience,Falcon Unified Notifications,ump-istio,2,FY27Q2,0,N/A,0,N/A,N/A,,
Muralidhar Krishnaprasad,D360,D360 Customer Data Platform (CDP),CDP Unstructured Data,unstructured-realtime,40,FY27Q2,4,N/A,0,N/A,N/A,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),PKI - RA,ura,24,Completed with Clean-Up Required,0,N/A,0,N/A,FY27Q1,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Secrets Management,vault-accelerator,26,Completed with Clean-Up Required,0,N/A,0,N/A,FY27Q1,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Secrets Management,vault-canary,33,Completed with Clean-Up Required,0,N/A,0,N/A,FY27Q1,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Secrets Management,vault-config,30,Completed with Clean-Up Required,0,N/A,0,N/A,FY27Q1,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Secrets Management,vault-path-manager,30,Completed with Clean-Up Required,0,N/A,0,N/A,FY27Q1,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Secrets Management,vault-path-scanner,33,Completed with Clean-Up Required,0,N/A,0,N/A,FY27Q1,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),Secrets Management,vault-policy-manager,33,Completed with Clean-Up Required,0,N/A,0,N/A,FY27Q1,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),NetSec - L7 Firewall,waas-rate-limiter,30,FY27Q3,0,N/A,0,N/A,N/A,,
Paul Constantinides,HPS,Hyperforce Trust Platform (HTP),NetSec - L7 Firewall,waas-redis,29,Completed with Clean-Up Required,0,N/A,0,N/A,FY27Q1,,
Muralidhar Krishnaprasad,D360,D360 Service Delivery,Data Cloud Platform Engineering,waii-service,26,Need More Info,0,N/A,0,N/A,N/A,,
