servicename,total_count,on_fkp,percent_on_fkp
splunk-k8s-lm,3,3,100.0
apiq-cass-alrt-eap,3,3,100.0
ms-metering-api,3,3,100.0
cfm-configuration-manager-service,3,3,100.0
apiq-gph-sig-pars-rdr,3,3,100.0
sfci-gecistio,3,0,0.0
apiq-cass-eaas1-shared,3,3,100.0
rtf-management-api-service,3,3,100.0
ms-ingestion-metrics-stream-processor-infra,3,3,100.0
apiq-gph-rply-detn,3,3,100.0
arm-jafar-service,3,3,100.0
sfmaps-geocoder,3,3,100.0
eventbusrelay,3,3,100.0
rpa-robot-service,3,3,100.0
fees,3,1,33.3
unknown,3,3,100.0
api-functional-monitoring-bat-asset-provider-results-service,3,3,100.0
apiq-google-webhook,3,3,100.0
access-management-bcrypt-as-a-service,3,3,100.0
apiq-cass-insights-shared,3,3,100.0
api-functional-monitoring-bat-xapi-service,3,3,100.0
object-replicator,3,0,0.0
skywalker-reporter,3,3,100.0
apiq-storm-nimbus-shared,3,3,100.0
apiq-gph-sig-pars-strm,3,3,100.0
apiq-cass-stmp-shared,3,3,100.0
apiq-es-engmt-eap,3,3,100.0
rtf-cloud-recurring-jobs,3,3,100.0
ms-secrets-manager-vault,3,3,100.0
datorama-exportlistener,3,1,33.3
apiq-cass-e2e-shared,3,3,100.0
apiq-gph-kw-strm,3,3,100.0
fdxui,3,2,66.7
caaspc,3,3,100.0
apiq-zk-streamer-eap,3,3,100.0
apiq-mongo-shared,3,3,100.0
service-mesh-xapi-service,3,3,100.0
exchange-dependency-resolver-service,3,3,100.0
arm-adam-service,3,3,100.0
amc-agent-reg-facade,3,3,100.0
ms-log-aggregator-server,3,3,100.0
sfmaps-gis-falcon,3,3,100.0
arm-application-mgr-service,3,3,100.0
mnm-configs,3,3,100.0
api-manager-metering-pump-job,3,3,100.0
apiq-es-inbox-shared,3,3,100.0
acm-acm-api-experience-hub-api-service,3,3,100.0
cc-ecom-jwa-operator,3,3,100.0
apiq-batch-api,3,3,100.0
apiq-gph-alrt-ttl,3,3,100.0
apiq-es-alrts-eap,3,3,100.0
rtf-cloud-infra-provisioner,3,3,100.0
sfmaps-tokenizer,3,3,100.0
ms-ingestion-logs-stream-processor-infra,3,3,100.0
apiq-gph-act-pst,3,3,100.0
exchange-search-service,3,3,100.0
apiq-gph-sfdcid-pst,3,3,100.0
ms-log-aggregator-processor,3,3,100.0
sfmaps-gisdbproxy-falcon,3,3,100.0
api-functional-monitoring-bat-scheduler-service,3,3,100.0
mj-aac,3,3,100.0
apiq-storm-supervisor-shared,3,3,100.0
exchange-maven-facade-service,3,3,100.0
apiq-cass-engmt-eap,3,3,100.0
apiq-hat-mgt-nco,3,3,100.0
apiq-crypto-kms,3,3,100.0
onyx-engine,3,3,100.0
anypoint-mq-admin-service,3,3,100.0
object-store-stats-service,3,3,100.0
ms-op-common-enrichment-service,3,3,100.0
amf-service,3,3,100.0
sfci-pypi,3,0,0.0
onyx-engine-control-pod,3,3,100.0
apiq-gph-act-strm,3,3,100.0
arm-ms-mcm-service,3,3,100.0
api-manager-policies-runtime-service,3,3,100.0
cc-ecom-db-operator,3,3,100.0
mnm-processor,3,3,100.0
edm,3,3,100.0
api-functional-monitoring-bat-analytics-service,3,3,100.0
apiq-sts-snapshots-eap,3,3,100.0
exchange-auth-proxy-service,3,3,100.0
arm-ms-atlas-service,3,3,100.0
arm-platform-alerts,3,3,100.0
splunk-k8s-cm,3,3,100.0
argus,3,0,0.0
amc-test-helper,3,3,100.0
uip-router,3,3,100.0
wave-service,3,3,100.0
apiq-gph-gphql-insgt,3,3,100.0
api-manager-contract-caching-service,3,3,100.0
api-functional-monitoring-bat-cli-xapi-service,3,3,100.0
ami-replicator,3,0,0.0
mj-hfbigdata-dataplane,3,3,100.0
api-designer-xapi,3,3,100.0
api-designer-dc-xapi-service,3,3,100.0
ms-ingestion-metrics-service,3,3,100.0
ms-metering-sequoia-processor,3,3,100.0
mj-sharedstorage-fsx,3,3,100.0
api-observability-xapi-service,3,3,100.0
acp-observability-service,3,3,100.0
visualizer-experience-api,3,3,100.0
exchange-asset-portals-service,3,3,100.0
ms-am-experience-ui,3,3,100.0
arm-standalone-manager-service,3,3,100.0
scdp-model-serving,3,3,100.0
amc-ui-rest-facade,3,3,100.0
identity-integration-service,3,3,100.0
apiq-kafka-consumer-group-monitor,3,3,100.0
design-center-git-http-service,3,3,100.0
sfci-teamistio,3,0,0.0
api-functional-monitoring-bat-asset-provider-artifacts-service,3,3,100.0
apiq-cass-contactenrichment-shared,3,3,100.0
fwe-o2-sb-optimization,3,3,100.0
apiq-zoom-webhook,3,3,100.0
ms-ingestion-activities-service,3,3,100.0
ms-cp-routing-config,3,3,100.0
apiq-gph-insgt-pst,3,3,100.0
mocking-backend-service,3,3,100.0
arm-mcm2-service,3,3,100.0
apiq-gph-enty-alrt-strm,3,3,100.0
project-view-producer-service,3,3,100.0
ms-traces-api,3,3,100.0
fmapigw,3,3,100.0
ms-mpki-server,3,3,100.0
apiq-inbox-client,3,3,100.0
apiq-gph-gphql-alrt,3,3,100.0
private-linker-agent,3,3,100.0
sfmaps-routing-falcon,3,3,100.0
moncloud-ui,3,3,100.0
fwe-o2-sb-update-long,3,3,100.0
rtf-cloud-dns-service,3,3,100.0
perimetercdn,3,3,100.0
exchange-tooling-v2-service,3,3,100.0
anypoint-mq-stats-service,3,3,100.0
anypoint-flash-mule-message-processor-service,3,3,100.0
argus-cache,3,3,100.0
identity-360,3,3,100.0
ms-ingestion-activities-stream-processor-infra,3,3,100.0
api-designer-ui,3,3,100.0
apiq-gph-ppl-req,3,3,100.0
foyer,3,3,100.0
keystone-async-proc,3,3,100.0
apiq-engagement,3,3,100.0
op-common-config-service,3,3,100.0
mcn-session-store-cred-rotator,3,3,100.0
apiq-gph-xtr-dly,3,3,100.0
apiq-ms-gph-webhook,3,3,100.0
sfci-istio,3,0,0.0
tabcld-relationshipservice,3,3,100.0
apiq-gph-gatekpr-strm-v2,3,3,100.0
apiq-cass-mtrs-eap,3,3,100.0
splunk-operator,3,3,100.0
arm-alf-service,3,3,100.0
mule-dx-xapi-service,3,3,100.0
exchange-custom-assets-facade-service,3,3,100.0
audit-log-query-service,3,3,100.0
api-functional-monitoring-bat-execution-service,3,3,100.0
apiq-gph-alrt-onbd-hvs,3,3,100.0
apiq-cass-sigparser-shared,3,3,100.0
apiq-gph-evt-gen,3,3,100.0
apiq-gph-ppl-sch,3,3,100.0
amc-deployer,3,3,100.0
apiq-data-policy,3,3,100.0
apiq-smrt-skyway,3,3,100.0
anypoint-flash-platform-messages-service,3,3,100.0
exchange-customization-service,3,3,100.0
access-management-azure-ad-oidc-wrapper,3,3,100.0
api-functional-monitoring-bat-ui,3,3,100.0
ms-secrets-manager-api,3,3,100.0
sfmaps-territories,3,3,100.0
sfmaps-gateway-falcon,3,3,100.0
apiq-google-meet-webhook,3,3,100.0
amc-configuration-resolver,3,3,100.0
amc-automation,3,3,100.0
apiq-gph-engmt-alrt-strm,3,3,100.0
apiq-gph-ppl-obj,3,3,100.0
api-manager-asset-publication-service,3,3,100.0
datorama-pluto,3,1,33.3
ang-catalog-service,3,3,100.0
audit-log-ingest-service,3,3,100.0
apiq-data-streamer-eap,3,3,100.0
ms-ingestion-traces-service,3,3,100.0
apiq-schema-registry,3,3,100.0
ek-harmonization-service,3,0,0.0
adstudio-ad-audiences-fe,3,1,33.3
ask-iam-svc,3,3,100.0
apiq-zk-streamer-shared,3,3,100.0
apiq-gph-gatekpr-strm,3,3,100.0
apiq-cass-activitymetrics-shared,3,3,100.0
fpaas,3,3,100.0
kavach,3,3,100.0
rtf-cloud-infra-management,3,3,100.0
apiq-ms-teams-webhook,3,3,100.0
ang-governance-xapi-service,3,3,100.0
apiq-api-gateway,3,3,100.0
apiq-cass-riq2-shared,3,3,100.0
tracer-es-coord,3,3,100.0
adstudio-campaign-service,3,1,33.3
trailblazer-profile-service,3,3,100.0
exchange-publication-service,3,3,100.0
audit-log-deleter,3,3,100.0
api-designer-dc-projects-service,3,3,100.0
sfmaps-geocoding-falcon,3,3,100.0
amc-support-x-api-service,3,3,100.0
apiq-storm-supervisor-eap,3,3,100.0
ms-logs-api,3,3,100.0
apiq-gph-act-pub,3,3,100.0
apiq-data-streamer-shared,3,3,100.0
ms-traces-processor,3,3,100.0
apiq-ews-proxy,3,3,100.0
defender,3,0,0.0
ms-secrets-manager-operator,3,3,100.0
ms-ingestion-traces-stream-processor-infra,3,3,100.0
apiq-artemis,3,3,100.0
apiq-gph-mutt,3,3,100.0
ms-ingestion-logs-service,3,3,100.0
rtf-runtime-registry,3,3,100.0
tracer-es-data,3,3,100.0
audit-log-consumer-service,3,3,100.0
anypoint-mq-msg-service,3,3,100.0
apiq-zk-shared,3,3,100.0
cc-ecom-app-operator,3,3,100.0
apiq-cass-threading-shared,3,3,100.0
cc-ecom-shared-fs-operator,3,3,100.0
datorama-oltp,3,1,33.3
ang-governance-console-ui,3,3,100.0
apiq-gph-alrt-rls-usr-onbd-strm,3,3,100.0
design-center-projects-service,3,3,100.0
ang-publication-service,3,3,100.0
api-manager-platform-ui,3,3,100.0
acm-acm-api-experience-hub-ui,3,3,100.0
api-functional-monitoring-bat-worker-service,3,3,100.0
apiq-es-timeline-shared,3,3,100.0
apiq-cass-sharedservices-shared,3,3,100.0
moncloud-api,3,3,100.0
apiq-gph-ppl-cmt,3,3,100.0
ms-metrics-processor,3,3,100.0
apiq-ews-webhook,3,3,100.0
safe-hub,3,3,100.0
apiq-cass-activityassoc-shared,3,3,100.0
rtf-management-jms-service,3,3,100.0
apiq-gph-insgt-del,3,3,100.0
cc-umon-client,3,3,100.0
apiq-e2e-verifier-service,3,3,100.0
apiq-gph-alrt-rule,3,3,100.0
visualizer-ui,3,3,100.0
adstudio-journey-builder-ads,3,1,33.3
apiq-cass-riq-shared,3,3,100.0
ms-metering-ui,3,3,100.0
ms-secrets-manager-provider,3,3,100.0
datorama-control-box,3,1,33.3
tracer-ajna-consumer,3,3,100.0
pl-api-dev,3,3,100.0
matlockplex,3,3,100.0
ang-catalog-jobs-service,3,3,100.0
dda-ack-api,3,3,100.0
api-manager-proxies-xapi-service,3,3,100.0
apiq-storm-nimbus-eap,3,3,100.0
apiq-hat-mgt-org,3,3,100.0
diffeo-internal-gateway,2,2,100.0
fire-build-orchestration,2,2,100.0
amg-versionvector-api,2,0,0.0
atlas-frontend-apps,2,2,100.0
inetmon,2,2,100.0
cc-ecom-app-runtime-dev,2,2,100.0
tip-usdl-iceberg-rest-proxy,2,2,100.0
argus-es-retention,2,2,100.0
coolan-vision,2,2,100.0
splunk-k8s-sh,2,2,100.0
gater-webhook,2,2,100.0
coolan-es-document-writer,2,2,100.0
cxa-api,2,2,100.0
horizon-planner,2,2,100.0
unifiedportal-api,2,2,100.0
workflow-build-automation,2,2,100.0
slo-computer-async,2,2,100.0
gpinternal-aggregator,2,2,100.0
fwe-bundler-clustering,2,2,100.0
icc-internal-comms,2,2,100.0
uip-events-gateway-processor,2,2,100.0
diffeo-eywa-worker,2,2,100.0
retail-cloud-connector,2,2,100.0
hypercomputeapi,2,2,100.0
snykbroker,2,2,100.0
retail-cloud-search-zk,2,2,100.0
adstudio-istio-ingress-gateway,2,0,0.0
nucleus-jobs,2,0,0.0
rossexec,2,0,0.0
scrt2-teams,2,2,100.0
retail-cloud-pos,2,2,100.0
gadget-diagnostics-service,2,2,100.0
uip-notebook-management-service,2,2,100.0
diffeo-gateway,2,2,100.0
caps,2,2,100.0
fawkes-platform,2,2,100.0
icc-notifier,2,2,100.0
astscscanner,2,2,100.0
tabcld-email-svc,2,2,100.0
uip-ajna-onboarding,2,2,100.0
sagebot,2,2,100.0
argus-opentsdb-read,2,2,100.0
cc-ecom-app-runtime-stg,2,2,100.0
coolan-alert-management-service,2,2,100.0
ami-cleaner,2,0,0.0
uipengsys-artifact-server,2,0,0.0
datorama-istio-ingress-gateway,2,0,0.0
coolan-asset-health-service,2,2,100.0
ingestion-validation-sharding-job,2,2,100.0
ang-governance-profile-management-service,2,2,100.0
astcenter,2,2,100.0
mj-sftp,2,2,100.0
demeter,2,2,100.0
uipengsys-internal-ingress-gw,2,0,0.0
scot-mend-renovate-github,2,2,100.0
iip-initialization-service,2,2,100.0
tip-usdl-janus,2,2,100.0
sable-messaging,2,2,100.0
splunk-k8s-idxr,2,2,100.0
log-proxy,2,2,100.0
adstudio-eks,2,0,0.0
gadget-monitoring-service,2,2,100.0
docker-sigs-replicator,2,0,0.0
fmapids,2,2,100.0
uipengsys-tekton,2,0,0.0
security-hub-platform,2,2,100.0
retail-cloud-integration,2,2,100.0
terraform-replicator,2,0,0.0
fawkes-api,2,2,100.0
usms-http-blackhole-service,2,2,100.0
ump-istio,2,0,0.0
datorama-rabbit-mq,2,0,0.0
jb-ide-services,2,2,100.0
copter-self-service,2,2,100.0
icc-ui,2,2,100.0
tabcld-notifications-svc,2,2,100.0
coolan-user-service,2,2,100.0
hai-assist-api,2,2,100.0
coolan-tag-management-service,2,2,100.0
change-portal,2,2,100.0
ast-tools,2,2,100.0
cha-app,2,2,100.0
cc-ecom-web-runtime-dev,2,2,100.0
data-seed,2,2,100.0
odcr-services,2,2,100.0
atlas-mongo,2,2,100.0
ignite-api-system-slack,2,2,100.0
metadata,2,2,100.0
sdb-file-notification,2,2,100.0
unified-content-services,2,2,100.0
astprisma,2,2,100.0
ast-controller,2,2,100.0
druid-gateway,2,2,100.0
ops-buddy-job,2,2,100.0
amg-istio,2,0,0.0
crtrust-rules-engine,2,2,100.0
fire-bom-derivation,2,2,100.0
coolan-parser-service,2,2,100.0
aceml-job-scheduler,2,2,100.0
sfci-teambuilds,2,0,0.0
fawkes-mq,2,2,100.0
tm-tool,2,2,100.0
productivity-insights-tracer,2,0,0.0
fawkes-mongo,2,2,100.0
flowsnake-sparkui-proxy,2,2,100.0
kaiju-executor-api,2,2,100.0
coolan-ingest-service,2,2,100.0
adstudio-goodbye-service,2,0,0.0
coolan-gus-service,2,2,100.0
sherlock-api,2,2,100.0
solution-cloud-jobmage,2,2,100.0
uip-image-management-service,2,2,100.0
cape-ava,2,2,100.0
rag-evaluation,2,2,100.0
icc-rest,2,2,100.0
adstudio-lead-ingestion,2,0,0.0
atlas-admin,2,2,100.0
proactive-insights-app,2,2,100.0
dnrdp-nova-ds,2,2,100.0
diffeo-accounts,2,2,100.0
scp-cue,2,2,100.0
fawkes-ui,2,2,100.0
scalecenter,2,2,100.0
spiff-auditorium,2,2,100.0
falcon-eye,2,2,100.0
sherlock-rcaapi,2,2,100.0
fo-k8s,2,2,100.0
moncloud-grafana,2,2,100.0
gpinternal-ui,2,2,100.0
rossapi-istio,2,0,0.0
certapi,2,2,100.0
dnr-search-molokai,2,2,100.0
keyescrow,2,2,100.0
retail-cloud-cms-frontend,2,2,100.0
amg-infra,2,0,0.0
athenadnsplatform,2,2,100.0
sfb-arbiter,2,2,100.0
devops-center-cliaas,2,2,100.0
credworker,2,2,100.0
iip-ingest-transformer,2,2,100.0
service-directory,2,2,100.0
diffeo-eywa-health,2,2,100.0
secds389,2,2,100.0
ai-alerts-webservice,2,2,100.0
coolan-asset-summary-service,2,2,100.0
fmt-tooling,2,2,100.0
tabcld-atr-svc,2,2,100.0
uip-events-gateway,2,2,100.0
diffeo-rabbitmq,2,2,100.0
diffeo-ygg-api,2,2,100.0
sherlock-mycroft,2,2,100.0
jit,2,2,100.0
coolan-asset-management-service,2,2,100.0
madeira-k8s,2,2,100.0
retail-cloud-pos-vitals-client,2,2,100.0
copter-devquest,2,2,100.0
rag-bot,2,2,100.0
coolan-tag-processor-service,2,2,100.0
fire-orchestration-gatekeeper,2,2,100.0
gadget-watch,2,2,100.0
sfdc-podtap,2,2,100.0
o2-sb-fetch-data-service,2,2,100.0
approvals-manager,2,2,100.0
ctscan,2,2,100.0
searchinator-falcon-2,2,2,100.0
metisfalcon,2,2,100.0
tracer-api,2,2,100.0
prom-ui-service,2,2,100.0
coolan-dimension-service,2,2,100.0
horizon-data-hub,2,2,100.0
threat-canvas-backend,2,2,100.0
mj-sftp-integration-service,2,2,100.0
cosp,2,2,100.0
orchengine,2,2,100.0
horizon-gpt,2,2,100.0
pod-registry-service,2,2,100.0
dx-mcp-servers-python,2,2,100.0
iip-jobs-service,2,2,100.0
uipengsys-istio,2,0,0.0
r2c2,2,2,100.0
retail-cloud-sb-integration,2,2,100.0
tfregistry,2,0,0.0
sfci-p2p,2,0,0.0
tabcld-database-maintenance,2,2,100.0
atlas-backend,2,2,100.0
fwe-bundler-data-adapter,2,2,100.0
hedwig,2,2,100.0
zetasvc,2,2,100.0
scot-metrics-aggregator,2,2,100.0
fcp-archive-replicator,2,0,0.0
unifiedportal-ui,2,2,100.0
sfci-docker-proxy,2,0,0.0
helm-archive-replicator,2,0,0.0
usms-config-api,2,2,100.0
dnr-partitioner,2,2,100.0
scrt2-atlas-hub,2,2,100.0
adstudio-istio,2,0,0.0
ops-buddy,2,2,100.0
sdb-trace-analytics,2,2,100.0
diffeo-model,2,2,100.0
icc-bridge,2,2,100.0
approvstar,2,2,100.0
sre-hf-data-collector-service,2,2,100.0
falcon-oormgmt,2,2,100.0
gcmeapiserver,2,2,100.0
l7-unified-controller,2,2,100.0
diffeo-worker,2,2,100.0
log-governance-service,2,2,100.0
legacy-sync-jobs,2,2,100.0
sai-gateway,2,2,100.0
sherlock-storage,2,2,100.0
athenadnsproxyservice,2,2,100.0
iip-message-processor,2,2,100.0
quantumkgia2h,2,0,0.0
gater-webhook-sandbox,2,2,100.0
kepler-druid,2,2,100.0
retail-cloud-feed,2,2,100.0
datorama-eks,2,0,0.0
data-quality-outcome-link,2,2,100.0
fsre-eks-svc,2,0,0.0
codegenie-agent-service,2,2,100.0
slo-exporter,2,2,100.0
amg-governance,2,0,0.0
rag-suite,2,2,100.0
uipengsys-queue-server,2,0,0.0
codegenie-for-support,2,2,100.0
eng-ai-model-gateway,2,2,100.0
guan,2,2,100.0
horizon-explainer,2,2,100.0
uipengsys-istio-ingress-gateway,2,0,0.0
service-ownership-console,2,2,100.0
sfcdpgaas,2,0,0.0
uip-infra-service,2,2,100.0
sherlock-platform,2,2,100.0
iip-api-gateway,2,2,100.0
ast-scan-worker,2,2,100.0
safe-postman,2,2,100.0
sibyl,2,2,100.0
amg-ui,2,0,0.0
cc-ecom-web-runtime-prd,2,2,100.0
iip-query-service,2,2,100.0
diffeo-authentication-service,2,2,100.0
armada2-api,2,0,0.0
diffeo-moreover,2,2,100.0
o2-data-translator-service,2,2,100.0
ops-buddy-api,2,2,100.0
trust-status-api,2,2,100.0
prom-notification-svc,2,2,100.0
tabcld-private-connect-broker,2,2,100.0
iip-frontend,2,2,100.0
astworker,2,2,100.0
lpt,2,2,100.0
cc-metadata-collector,2,2,100.0
stele,2,2,100.0
data-quality-service,2,2,100.0
icc-reporting,2,2,100.0
dnrdp-orion,2,2,100.0
tip-usdl-ingestion-platform,2,2,100.0
argus-metric-ingestion,2,2,100.0
logs-processor,2,2,100.0
coolan-ingest-gateway,2,2,100.0
core-adoption-service,2,2,100.0
prom-configuration-svc,2,2,100.0
fwe-bundler-manager,2,2,100.0
amg-api,2,0,0.0
falcon-unified-docs,2,2,100.0
coolan-timeseries-processor,2,2,100.0
airtrust,2,0,0.0
kaiju-executor-ui,2,2,100.0
hinax-falcon,2,2,100.0
o2-sb-data-translator-service,2,2,100.0
astmaster,2,2,100.0
release-signals-bus,2,2,100.0
ignite-api-experience-securityhub,2,2,100.0
network-policies-generation,2,2,100.0
coolan-hasura,2,2,100.0
attendee-registration-service,2,2,100.0
amg-data,2,0,0.0
ss-warefodog3-prod1,2,2,100.0
dx-mcp-gateway,2,2,100.0
internal-testenv-portal-api,2,2,100.0
dpxbot,2,0,0.0
oom-analyzer-api,2,2,100.0
fdx-api,2,2,100.0
crmetadata,2,2,100.0
astnexus,2,2,100.0
ignite-api-system-notifications,2,2,100.0
data-observability-svc,2,2,100.0
uipengsys-eks,2,0,0.0
icc-on-call,2,2,100.0
searchinator-pipelines-falcon-2,2,2,100.0
fawkes-workflowui,2,2,100.0
ace,2,2,100.0
hinax-bot,2,2,100.0
datorama-istio,2,0,0.0
amg-ingress-gateway,2,0,0.0
ignite-api-process,2,2,100.0
cc-ecom-app-runtime-prd,2,2,100.0
astciservice,2,2,100.0
hmrapp,2,2,100.0
prom-alert-enrichment-service,2,2,100.0
moncloudml,2,2,100.0
job-runner,2,2,100.0
uip-livy-service,2,2,100.0
dbaiops-ml-service,2,2,100.0
tracer-kibana,2,2,100.0
caffeinejobs,2,2,100.0
adstudio-control-box,2,0,0.0
dnr-fsnormalizer,2,2,100.0
tesoro,2,2,100.0
pre-processor,2,2,100.0
diffeo-ygg-exec,2,2,100.0
diffeo-ygg-notifications,2,2,100.0
rossapi,2,0,0.0
dbaiops-common-service,2,2,100.0
scot-mend-renovate,2,2,100.0
coolan-change-stream-processor,2,2,100.0
horizon-alerter,2,2,100.0
retail-cloud-search-solr,2,2,100.0
kodama,2,2,100.0
acp-observability-client,2,2,100.0
govbot-slack-prd,2,2,100.0
proactive-insights-ui,2,2,100.0
pace-compass,2,2,100.0
fastbom-access-management,2,2,100.0
searchinator-vectordb-falcon-2,2,2,100.0
sfb-service,2,2,100.0
continuous-localization,2,2,100.0
iip-hasura,2,2,100.0
fwe-bundler-avp-engine,2,2,100.0
data-observability-ui,2,2,100.0
adframework-cujimpact,2,2,100.0
amg-s2a-api,2,0,0.0
diffeo-windowing,2,2,100.0
o2-fetch-data-service,2,2,100.0
sherlock-apexguru,2,2,100.0
uip-rest-catalog,2,2,100.0
icc-slack,2,2,100.0
ucs-content-ingestion,2,2,100.0
data-lineage-link,2,2,100.0
govobx-conductor,2,2,100.0
coolan-s3-storage-service,2,2,100.0
coolan-initialization-service,2,2,100.0
ignite-support,2,2,100.0
experimentation-service,2,2,100.0
retail-cloud-pos-vitals,2,2,100.0
coolan-api-gateway,2,2,100.0
dbiebot,2,2,100.0
rag-generation,2,2,100.0
sdb-healthreports,2,2,100.0
fmi-api,2,2,100.0
kaiju-resultpublisher,2,2,100.0
sfci-build-registry,2,2,100.0
caffeinequeueworker,2,2,100.0
uip-bigdata-portal,2,2,100.0
containersec-console,2,1,50.0
trust-user-service,2,2,100.0
taleggio-publisher,2,2,100.0
uip-ml-gateway,2,2,100.0
retail-cloud-promotion,2,2,100.0
container-replicator,2,0,0.0
dnr-search-troll,2,2,100.0
haasapiworker,2,2,100.0
retail-cloud-tools,2,2,100.0
sfb-org-authenticator,2,2,100.0
armada2-servicecrd,2,0,0.0
ssrmgr,2,2,100.0
offer-gating-service,2,2,100.0
diffeo-extraction,2,2,100.0
datorama-envoy-metrics-scraper,2,0,0.0
prom-scheduler-service,2,2,100.0
pace-api,2,2,100.0
uip-notebook2-k8s-service,2,2,100.0
ignite-iiq,2,2,100.0
cc-ecom-web-runtime-stg,2,2,100.0
coolan-external-sync-service,2,2,100.0
retail-cloud-infra,2,2,100.0
icc-gus-export,2,2,100.0
pingmesh-controller,2,2,100.0
moncloudapi-batch,2,2,100.0
sfci-build-insights-service,2,0,0.0
hyperapprovals,2,2,100.0
hyperguard-driver,2,2,100.0
wardenui,2,2,100.0
trust-status-ui,2,2,100.0
coolan-scheduler-service,2,2,100.0
tip-slams,2,2,100.0
kaiju-scheduler,2,2,100.0
ecr-perms,2,0,0.0
cih-recommendation-engine,2,2,100.0
coolan-alert-processor,2,2,100.0
astcrawler,2,2,100.0
sup-content-delivery,2,2,100.0
dbaiops-hawkeye-service,2,2,100.0
ide-provisioner,2,2,100.0
airlock-transfer-low-eks,2,0,0.0
ami-perms,2,0,0.0
fmi-zipkin-gen,2,2,100.0
heimdall,2,2,100.0
adstudio-settingspath-injector,2,0,0.0
splunk-k8s-mc,2,2,100.0
signed-rpms-replicator,2,0,0.0
aceml-runner,2,2,100.0
credmaster,2,2,100.0
internal-testenv-portal-dba,2,2,100.0
retail-cloud-cms-backend,2,2,100.0
fmtetl,2,2,100.0
dc-rcm,2,2,100.0
sfci-github-event-producer,2,2,100.0
diffeo-ygg-worker,2,2,100.0
sdb-lens,2,2,100.0
ignite-api-system-iiq,2,2,100.0
oom-analyzer,2,2,100.0
topology-generator,2,2,100.0
saturn,2,2,100.0
coolan-asset-query-service,2,2,100.0
uip-permission-service,2,2,100.0
diffeo-web,2,2,100.0
retail-cloud-reporting,2,2,100.0
fre,2,0,0.0
dbaiops-async-service,2,2,100.0
localization-orchestration-service,2,2,100.0
cspm-etl,2,2,100.0
controlplane,2,2,100.0
scim-1password,2,2,100.0
caffeineui,2,2,100.0
airfilter,2,0,0.0
amg-workflow-api,2,0,0.0
sfci-ai,1,0,0.0
stargate-observer,1,0,0.0
heimdall-ui,1,1,100.0
tvm-adhocscanning,1,1,100.0
mco-smog,1,1,100.0
web-violation-report,1,1,100.0
mco-shark,1,1,100.0
ksapiserver,1,1,100.0
mco-zookeeper,1,1,100.0
visibility-pipeline,1,1,100.0
stargate-api,1,0,0.0
matlockauthsync,1,1,100.0
gdcworker,1,1,100.0
network-access-controller,1,0,0.0
fwe-bundler-sb-avp-engine,1,1,100.0
cag-firefly-intake,1,0,0.0
mai-sprinkler,1,1,100.0
arm-standalone-manager-db-purge-job,1,1,100.0
mce-nimbus,1,0,0.0
sdb-tenant-router,1,1,100.0
resultng,1,0,0.0
sfci-gus-event-producer,1,1,100.0
yum-updater,1,0,0.0
adstudio-journey-builder-ads-fe,1,1,100.0
finch-dba,1,1,100.0
finch,1,1,100.0
mj-mcn-telemetry,1,1,100.0
kaiju,1,0,0.0
mco-admin-tools,1,1,100.0
tabcld-ip-allowlist-management-service,1,1,100.0
hssm,1,1,100.0
scalecenter-ai,1,1,100.0
managed-gateway-api-service,1,1,100.0
firefly-istio-operator,1,0,0.0
fwe-bundler-sb-manager,1,1,100.0
b2b-solution-ui,1,1,100.0
mj-preview-service,1,1,100.0
fcp-unzip,1,0,0.0
platform-metabolism,1,1,100.0
mco-cex,1,1,100.0
b2b-solution-tracking-xapi,1,1,100.0
mj-drham-sqlinvapi,1,1,100.0
heimdall-core,1,1,100.0
terraform-latest-tar-updater,1,0,0.0
stargate-replicator,1,0,0.0
iem-bot,1,1,100.0
dc-rcm-corpnet,1,1,100.0
trust-admin-ui,1,1,100.0
mco-vesag,1,1,100.0
mco-orion,1,1,100.0
exp-rendering-service,1,1,100.0
mco-pusa,1,1,100.0
ace-podtap,1,1,100.0
pcsk-falcon-secds-sync-job,1,0,0.0
cx-router,1,1,100.0
fwe-bundler-sb-data-adapter,1,1,100.0
anypoint-flash-api-db-migrations,1,1,100.0
steadybit-ext-aws,1,1,100.0
usms-grpc-api,1,1,100.0
identity-token-service,1,1,100.0
macha-api,1,0,0.0
persistence-connector,1,1,100.0
sc-api,1,0,0.0
faas-control-plane,1,1,100.0
usms-blackhole-service,1,1,100.0
firefly-intake,1,0,0.0
build-monitoring,1,1,100.0
steadybit-ext-sfdc-availability,1,1,100.0
kre-3pp-orchestrator,1,1,100.0
fwe-bundler-sb-clustering,1,1,100.0
portico,1,1,100.0
mco-k8sag,1,1,100.0
usms-inbound-smpp-mo,1,1,100.0
tobin-dev-docs-en,1,1,100.0
mj-drham-agservice,1,1,100.0
firefly-package,1,0,0.0
irs-falcon-6,1,1,100.0
suaas-web,1,1,100.0
sonarqube,1,0,0.0
kmmapp,1,1,100.0
nimbus-slack,1,1,100.0
anypoint-flash-notification-processor-service,1,1,100.0
fit-api,1,0,0.0
sfci-github-team-repository-manager,1,1,100.0
mco-slc,1,1,100.0
secportal,1,1,100.0
security-hub-platform-tools,1,1,100.0
firefly-pullrequest,1,0,0.0
b2b-solution-partners-service,1,1,100.0
sdb-management-plane,1,1,100.0
