servicename,total_count,on_fkp,percent_on_fkp
scrt2-persist,23,23,100.0
ums-deliverability-service,23,23,100.0
ums-grpc-api,23,23,100.0
ml-spaas-ptp,23,23,100.0
ums-smtp-blackhole,23,23,100.0
ums-smtp-api,23,23,100.0
eflow-flow-history,23,23,100.0
ums-tenant-api,23,23,100.0
seas-query-service,23,23,100.0
scrt2-commongateway,23,23,100.0
tabcld-launchdarkly-relay-proxy-offline,23,23,100.0
privateconnect-outbound-dp,23,0,0.0
intent-predictor,23,23,100.0
ums-config-manager,23,23,100.0
cce-byoc-poc-predictor,22,22,100.0
scrt2-surveys,22,22,100.0
output-connector,22,22,100.0
skb-engine,22,22,100.0
mce-castle-black,22,0,0.0
trino-gateway,22,18,81.8
nc-constraints-engine,21,21,100.0
tiim,21,0,0.0
mce-acdc,21,0,0.0
mce-orchard,21,0,0.0
zos-event-pump,21,21,100.0
mce-sprinkler,21,0,0.0
mce-deviner,21,0,0.0
dapp,21,21,100.0
hawking-feast-core,21,21,100.0
cdp-geo-provisioning-service,21,0,0.0
hawking-feast-serving,21,21,100.0
tabcld-backgrounder-system-no-dep,20,20,100.0
tabcld-backgrounder-system-all-dep,20,20,100.0
tabcld-hyper,20,20,100.0
tabcld-postgres-collector,20,20,100.0
tabcld-backgrounder-scheduler,20,20,100.0
tabcld-content-exploration,20,20,100.0
tabcld-scheduling-service,20,20,100.0
tabcld-vizqlserver,20,20,100.0
tabcld-worker,20,20,100.0
prism-nl2sql,20,20,100.0
tabcld-vizdata-service-http,20,20,100.0
tabcld-backgrounder-extract-refresh,20,20,100.0
nl-2-semantic-query,20,20,100.0
tabcld-headless-bi,19,19,100.0
tabcld-pulse-feature-flag-service,19,19,100.0
tabcld-vizdata-service,19,19,100.0
tabcld-backgrounder-dda,19,19,100.0
tabcld-collections-service,19,19,100.0
tabcld-backgrounder-subscription,19,19,100.0
tabcld-flowprovider,19,19,100.0
tabcld-user-interaction-service,19,19,100.0
tabcld-remote-agent-service,19,19,100.0
tabcld-content-draft-metadata-service,19,19,100.0
tabcld-pulse-image-service,19,19,100.0
tabcld-querygateway,19,19,100.0
tabcld-backgrounder-system-thumbnails,19,19,100.0
tabcld-pulse-notification-service,19,19,100.0
tabcld-pulse-timeseries-service,19,19,100.0
tabcld-publishedconnection,19,19,100.0
tabcld-dataprofiling,19,19,100.0
tabcld-pulse-metric-query-service,19,19,100.0
tabcld-backgrounder-bridge-extract,19,19,100.0
tabcld-edgepoolregistry,19,19,100.0
tabcld-pulse-metric-subscription-service,19,19,100.0
tabcld-floweditor,19,19,100.0
tabcld-workbook-persistence-service,19,19,100.0
tabcld-credentials-service,19,19,100.0
tabcld-postgres-exporter,19,19,100.0
tabcld-vizdata-service-haproxy,19,19,100.0
tabcld-backgrounder-flow,19,19,100.0
tabcld-recommendations-service,19,19,100.0
tabcld-dataserver,19,19,100.0
tabcld-pulse-embeddings-service,19,19,100.0
tabcld-minerva,19,19,100.0
tabcld-pulse-event-stream-service,19,19,100.0
tabcld-flow-minerva,19,19,100.0
tabcld-pulse-insights-service,19,19,100.0
oob-collector,19,0,0.0
mce-castle-black-prodx,18,0,0.0
tabcld-pulse-ap-metrics-usage-service,18,18,100.0
mce-acdc-prodx,18,0,0.0
